skill_id,skill_name,aliases,description,taxonomy,original_id
SKILL_0017562,MDofficeManager MediVoxx,MDofficeManager MediVoxx,MDofficeManager MediVoxx (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017563,MEDITECH Behavioral Health Clinicals,MEDITECH Behavioral Health Clinicals,MEDITECH Behavioral Health Clinicals (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017564,Netsmart Technologies Avatar Clinical Workstation CWS,Netsmart Technologies Avatar Clinical Workstation CWS,Netsmart Technologies Avatar Clinical Workstation CWS (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017565,Psychiatric assessment software,Psychiatric assessment software,Psychiatric assessment software (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017566,Psychiatric information databases,Psychiatric information databases,Psychiatric information databases (Data base user interface and query software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017567,SoftPsych Psychiatric Diagnosis,SoftPsych Psychiatric Diagnosis,SoftPsych Psychiatric Diagnosis (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017568,UnisonCare UniCharts,UnisonCare UniCharts,UnisonCare UniCharts (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017569,Virtual reality software,Virtual reality software,Virtual reality software (Graphics or photo imaging software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017570,Advanced Data Systems MedicsRis,Advanced Data Systems MedicsRis,Advanced Data Systems MedicsRis (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017571,Avreo Radiology Workflow Solutions,Avreo Radiology Workflow Solutions,Avreo Radiology Workflow Solutions (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017572,Computer aided image analysis software,Computer aided image analysis software,Computer aided image analysis software (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017573,Digital image processing software,Digital image processing software,Digital image processing software (Graphics or photo imaging software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017574,Digital Imaging Communications in Medicine DICOM medical imaging software,Digital Imaging Communications in Medicine DICOM medical imaging software,Digital Imaging Communications in Medicine DICOM medical imaging software (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017575,Fujifilm Synapse,Fujifilm Synapse,Fujifilm Synapse (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017576,GE Healthcare ViewPoint for Radiology,GE Healthcare ViewPoint for Radiology,GE Healthcare ViewPoint for Radiology (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017577,Hosted PACS Solutions,Hosted PACS Solutions,Hosted PACS Solutions (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017578,Infinite Radiology Opal-RAD,Infinite Radiology Opal-RAD,Infinite Radiology Opal-RAD (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017579,Maplewood Software StaffReady,Maplewood Software StaffReady,Maplewood Software StaffReady (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017580,McKesson Radiology Manager,McKesson Radiology Manager,McKesson Radiology Manager (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017581,medQ Q/ris,medQ Q/ris,medQ Q/ris (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017582,Merge Healthcare Merge RIS,Merge Healthcare Merge RIS,Merge Healthcare Merge RIS (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017583,MIM Software MIMcardiac,MIM Software MIMcardiac,MIM Software MIMcardiac (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017584,MIM Software MIMfusion,MIM Software MIMfusion,MIM Software MIMfusion (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017585,MIM Software MIMneuro,MIM Software MIMneuro,MIM Software MIMneuro (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017586,Motion correction software,Motion correction software,Motion correction software (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017587,mPlexus DICOM RadiX,mPlexus DICOM RadiX,mPlexus DICOM RadiX (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017588,Radiopharmacy inventory databases,Radiopharmacy inventory databases,Radiopharmacy inventory databases (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017589,RamSoft PowerServer RIS/PACS,RamSoft PowerServer RIS/PACS,RamSoft PowerServer RIS/PACS (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017590,Crowell Systems Medformix,Crowell Systems Medformix,Crowell Systems Medformix (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017591,Electronic Medical Records and Electronic Health Records Software IMS for Allergists,Electronic Medical Records and Electronic Health Records Software IMS for Allergists,Electronic Medical Records and Electronic Health Records Software IMS for Allergists (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017592,FlowJo,FlowJo,FlowJo (Analytical or scientific software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017593,Meditab Software AllergyEHR,Meditab Software AllergyEHR,Meditab Software AllergyEHR (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017594,Microscope imaging software,Microscope imaging software,Microscope imaging software (Analytical or scientific software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017595,ModuleMD Allergy Module,ModuleMD Allergy Module,ModuleMD Allergy Module (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017596,Molecular Devices Softmax Pro,Molecular Devices Softmax Pro,Molecular Devices Softmax Pro (Analytical or scientific software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017597,Mountainside Software Allergy Lab,Mountainside Software Allergy Lab,Mountainside Software Allergy Lab (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017598,Rosch Visionary Systems Visionary Allergy Tracker,Rosch Visionary Systems Visionary Allergy Tracker,Rosch Visionary Systems Visionary Allergy Tracker (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017599,MDeverywhere,MDeverywhere,MDeverywhere (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017600,Medical decision support software,Medical decision support software,Medical decision support software (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017601,Henry Schein Medical Systems MicroMD Urology EMR,Henry Schein Medical Systems MicroMD Urology EMR,Henry Schein Medical Systems MicroMD Urology EMR (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017602,Meditwatch Portaflow Advanced,Meditwatch Portaflow Advanced,Meditwatch Portaflow Advanced (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017603,Nextech EMR,Nextech EMR,Nextech EMR (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017604,Biodex Medical Systems Biodex Concussion Manager,Biodex Medical Systems Biodex Concussion Manager,Biodex Medical Systems Biodex Concussion Manager (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017605,OmniMD PT./OT EHR,OmniMD PT./OT EHR,OmniMD PT./OT EHR (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017606,Biostatistical software,Biostatistical software,Biostatistical software (Analytical or scientific software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017607,Epidemiological software,Epidemiological software,Epidemiological software (Analytical or scientific software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017608,Medical surveillance software,Medical surveillance software,Medical surveillance software (Analytical or scientific software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017609,NetEpi,NetEpi,NetEpi (Analytical or scientific software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017610,OpenEpi,OpenEpi,OpenEpi (Analytical or scientific software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017611,Tidepool Scientific Software Comprehensive Environmental Toxicity Information System CETIS,Tidepool Scientific Software Comprehensive Environmental Toxicity Information System CETIS,Tidepool Scientific Software Comprehensive Environmental Toxicity Information System CETIS (Data base user interface and query software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017612,Tidepool Scientific Software ToxCalc,Tidepool Scientific Software ToxCalc,Tidepool Scientific Software ToxCalc (Analytical or scientific software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017613,3D motion analysis software,3D motion analysis software,3D motion analysis software (Analytical or scientific software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017614,Meditab IMS Orthopedics/Sports Medicine,Meditab IMS Orthopedics/Sports Medicine,Meditab IMS Orthopedics/Sports Medicine (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017615,OmniMD Sports Medicine EHR,OmniMD Sports Medicine EHR,OmniMD Sports Medicine EHR (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017616,PracticeSuite Complete Suite,PracticeSuite Complete Suite,PracticeSuite Complete Suite (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017617,Presagia Sports,Presagia Sports,Presagia Sports (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017618,SpartaTrac,SpartaTrac,SpartaTrac (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017619,EyeMD EMR Healthcare Systems EyeMD EMR,EyeMD EMR Healthcare Systems EyeMD EMR,EyeMD EMR Healthcare Systems EyeMD EMR (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017620,Ophthalmic imaging software,Ophthalmic imaging software,Ophthalmic imaging software (Analytical or scientific software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017621,Computer imaging software,Computer imaging software,Computer imaging software (Graphics or photo imaging software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017622,Image-guided surgery software,Image-guided surgery software,Image-guided surgery software (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017623,Integra Radionics NeuroSight Arc,Integra Radionics NeuroSight Arc,Integra Radionics NeuroSight Arc (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017624,Medical laser control software,Medical laser control software,Medical laser control software (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017625,Robotic surgery software,Robotic surgery software,Robotic surgery software (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017626,Three-dimensional 3D virtual surgery software,Three-dimensional 3D virtual surgery software,Three-dimensional 3D virtual surgery software (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017627,AcuPartner Professional,AcuPartner Professional,AcuPartner Professional (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017628,Miridia Technology AcuGraph,Miridia Technology AcuGraph,Miridia Technology AcuGraph (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017629,Qchart,Qchart,Qchart (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017630,Qpalm Acupuncture,Qpalm Acupuncture,Qpalm Acupuncture (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017631,QPuncture II,QPuncture II,QPuncture II (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017632,Trigram Software AcuBase Pro,Trigram Software AcuBase Pro,Trigram Software AcuBase Pro (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017633,Dental billing software,Dental billing software,Dental billing software (Accounting software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017634,Dental office management software,Dental office management software,Dental office management software (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017635,Enova eNatro,Enova eNatro,Enova eNatro (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017636,EZ-Zone Software Alternative Medical Billing,EZ-Zone Software Alternative Medical Billing,EZ-Zone Software Alternative Medical Billing (Accounting software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017637,Labeling software,Labeling software,Labeling software (Label making software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017638,NaturaeMed OfficePro,NaturaeMed OfficePro,NaturaeMed OfficePro (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017639,Naturopathic Clinic software,Naturopathic Clinic software,Naturopathic Clinic software (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017640,NaturoPlus,NaturoPlus,NaturoPlus (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017641,Power Diary,Power Diary,Power Diary (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017642,SimpleClinic Practice Management software,SimpleClinic Practice Management software,SimpleClinic Practice Management software (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017643,ZYTO LSA Pro,ZYTO LSA Pro,ZYTO LSA Pro (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017644,Computer Aided Vision Therapy CAVT,Computer Aided Vision Therapy CAVT,Computer Aided Vision Therapy CAVT (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017645,Computer perceptual processing software,Computer perceptual processing software,Computer perceptual processing software (Computer based training software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017646,Eye Tracking Exercises Enterprises Track with Letters,Eye Tracking Exercises Enterprises Track with Letters,Eye Tracking Exercises Enterprises Track with Letters (Word processing software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017647,HTS Vision CVS2,HTS Vision CVS2,HTS Vision CVS2 (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017648,HTS Vision HTS2 Computerized Binocular Home Eye Exercise System,HTS Vision HTS2 Computerized Binocular Home Eye Exercise System,HTS Vision HTS2 Computerized Binocular Home Eye Exercise System (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017649,MAX Systems Max-Gold Medical Clinic Software,MAX Systems Max-Gold Medical Clinic Software,MAX Systems Max-Gold Medical Clinic Software (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017650,SeeRite Flash and Match,SeeRite Flash and Match,SeeRite Flash and Match (Computer based training software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017651,Therapeutic orthoptic software,Therapeutic orthoptic software,Therapeutic orthoptic software (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017652,Commercial plate reader software,Commercial plate reader software,Commercial plate reader software (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017653,Hematology laboratory workflow management software,Hematology laboratory workflow management software,Hematology laboratory workflow management software (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017654,Medical digital imaging software,Medical digital imaging software,Medical digital imaging software (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017655,Medical system integration software,Medical system integration software,Medical system integration software (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017656,Reimbursement screening software,Reimbursement screening software,Reimbursement screening software (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017657,Specimen tracking software,Specimen tracking software,Specimen tracking software (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017658,Test result delivery software,Test result delivery software,Test result delivery software (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017659,Test routing software,Test routing software,Test routing software (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017660,Cell Bioscience Automated Image Capture,Cell Bioscience Automated Image Capture,Cell Bioscience Automated Image Capture (Analytical or scientific software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017661,Digital karyotyping software,Digital karyotyping software,Digital karyotyping software (Analytical or scientific software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017662,Genetix CytoVision,Genetix CytoVision,Genetix CytoVision (Analytical or scientific software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017663,Genial Genetics iPassport QMS,Genial Genetics iPassport QMS,Genial Genetics iPassport QMS (Data base user interface and query software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017664,Genial Genetics Shire,Genial Genetics Shire,Genial Genetics Shire (Data base user interface and query software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017665,Geniel Genetics iGene,Geniel Genetics iGene,Geniel Genetics iGene (Analytical or scientific software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017666,Image capture software,Image capture software,Image capture software (Analytical or scientific software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017667,KARIO,KARIO,KARIO (Analytical or scientific software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017668,Lucia CGH,Lucia CGH,Lucia CGH (Analytical or scientific software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017669,Lucia Comet Assay,Lucia Comet Assay,Lucia Comet Assay (Analytical or scientific software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017670,Lucia FISH,Lucia FISH,Lucia FISH (Analytical or scientific software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017671,Lucia Karyo,Lucia Karyo,Lucia Karyo (Analytical or scientific software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017672,Lucia Metaphase Finder,Lucia Metaphase Finder,Lucia Metaphase Finder (Analytical or scientific software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017673,LUCIA MFISH,LUCIA MFISH,LUCIA MFISH (Analytical or scientific software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017674,MetaSystems Isis Color Karyotyping,MetaSystems Isis Color Karyotyping,MetaSystems Isis Color Karyotyping (Analytical or scientific software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017675,Fortius Lab Systems Clinical LIS,Fortius Lab Systems Clinical LIS,Fortius Lab Systems Clinical LIS (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017676,Brady Specimen Labeling System,Brady Specimen Labeling System,Brady Specimen Labeling System (Label making software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017677,Specimen labeling system software,Specimen labeling system software,Specimen labeling system software (Label making software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017678,Diagnostic image review software,Diagnostic image review software,Diagnostic image review software (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017679,Digital Imaging Communications in Medicine DICOM-compatible image acquisition and integration software products,Digital Imaging Communications in Medicine DICOM-compatible image acquisition and integration software products,Digital Imaging Communications in Medicine DICOM-compatible image acquisition and integration software products (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017680,Internet or intranet image distribution software,Internet or intranet image distribution software,Internet or intranet image distribution software (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017681,Smart Digital Holter Monitor,Smart Digital Holter Monitor,Smart Digital Holter Monitor (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017682,Structured data entry software,Structured data entry software,Structured data entry software (Data base user interface and query software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017683,Patient medical record software,Patient medical record software,Patient medical record software (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017684,Gamma camera software,Gamma camera software,Gamma camera software (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017685,Medovation RadRunner,Medovation RadRunner,Medovation RadRunner (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017686,Digital Imaging Communications in Medicine DICOM software/modality management software,Digital Imaging Communications in Medicine DICOM software/modality management software,Digital Imaging Communications in Medicine DICOM software/modality management software (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017687,Film processor tracking and management software,Film processor tracking and management software,Film processor tracking and management software (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017688,GE Healthcare ViewPoint Solutions,GE Healthcare ViewPoint Solutions,GE Healthcare ViewPoint Solutions (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017689,Information management subsystem software,Information management subsystem software,Information management subsystem software (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017690,Virtual reality computed tomography CT imaging software,Virtual reality computed tomography CT imaging software,Virtual reality computed tomography CT imaging software (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017691,Medical image processing software,Medical image processing software,Medical image processing software (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017692,Radiology information systems (RIS),Radiology information systems (RIS),Radiology information systems (RIS) (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017693,HyperTox,HyperTox,HyperTox (Information retrieval or search software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017694,Informed EMS Field Guide,Informed EMS Field Guide,Informed EMS Field Guide (Information retrieval or search software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017695,Iterum eMedic,Iterum eMedic,Iterum eMedic (Information retrieval or search software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017696,MedDataSolutions Regist*r,MedDataSolutions Regist*r,MedDataSolutions Regist*r (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017697,Medical Wizards ER & ICU ToolBox,Medical Wizards ER & ICU ToolBox,Medical Wizards ER & ICU ToolBox (Information retrieval or search software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017698,Medical Wizards ER Suite,Medical Wizards ER Suite,Medical Wizards ER Suite (Information retrieval or search software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017699,Medical Wizards Paramedics ToolBox,Medical Wizards Paramedics ToolBox,Medical Wizards Paramedics ToolBox (Information retrieval or search software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017700,Mosby's Drug Consult,Mosby's Drug Consult,Mosby's Drug Consult (Information retrieval or search software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017701,Palmtree EMS Field Reference Guide,Palmtree EMS Field Reference Guide,Palmtree EMS Field Reference Guide (Information retrieval or search software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017702,Palmtree Pocket EKG,Palmtree Pocket EKG,Palmtree Pocket EKG (Information retrieval or search software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017703,PEPID EMS,PEPID EMS,PEPID EMS (Information retrieval or search software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017704,Skyscape medical software,Skyscape medical software,Skyscape medical software (Information retrieval or search software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017705,Skyscape Rosen and Barkin's 5-Minute Emergency Medicine Consult,Skyscape Rosen and Barkin's 5-Minute Emergency Medicine Consult,Skyscape Rosen and Barkin's 5-Minute Emergency Medicine Consult (Information retrieval or search software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017706,TechOnSoftware HazMatCE Pro,TechOnSoftware HazMatCE Pro,TechOnSoftware HazMatCE Pro (Information retrieval or search software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017707,CBORD Nutrition Service Suite,CBORD Nutrition Service Suite,CBORD Nutrition Service Suite (Data base user interface and query software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017708,Computrition Nutrition Care Management NCM Select,Computrition Nutrition Care Management NCM Select,Computrition Nutrition Care Management NCM Select (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017709,Cybersoft Primero Software Suite,Cybersoft Primero Software Suite,Cybersoft Primero Software Suite (Enterprise resource planning ERP software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017710,DietMaster Systems Clinical Nutrition,DietMaster Systems Clinical Nutrition,DietMaster Systems Clinical Nutrition (Data base user interface and query software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017711,eTritionWare,eTritionWare,eTritionWare (Enterprise resource planning ERP software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017712,Gnutrition,Gnutrition,Gnutrition (Analytical or scientific software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017713,LunchByte Systems NUTRIKIDS,LunchByte Systems NUTRIKIDS,LunchByte Systems NUTRIKIDS (Enterprise resource planning ERP software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017714,NutriGenie Optimal Nutrition,NutriGenie Optimal Nutrition,NutriGenie Optimal Nutrition (Analytical or scientific software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017715,USDA Child Nutrition Database,USDA Child Nutrition Database,USDA Child Nutrition Database (Data base user interface and query software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
